fund_id,nav_date,nav_value,daily_return,rolling_30d_vol
MF_EQUITY_002,2023-05-11,165.5067,0.013201,0.186503
MF_EQUITY_002,2023-05-12,162.0965,-0.020605,0.195769
MF_EQUITY_002,2023-05-15,159.8759,-0.013699,0.191632
MF_EQUITY_002,2023-05-16,156.0435,-0.023971,0.204996
MF_EQUITY_002,2023-05-17,155.6171,-0.002733,0.205423
MF_EQUITY_002,2023-05-18,157.0348,0.009111,0.206452
MF_EQUITY_002,2023-05-19,159.9444,0.018528,0.210585
MF_EQUITY_002,2023-05-22,160.1666,0.001389,0.21009
MF_EQUITY_002,2023-05-23,163.3769,0.020043,0.210859
MF_EQUITY_002,2023-05-24,160.7528,-0.016061,0.218208
MF_EQUITY_002,2023-05-25,157.5473,-0.019941,0.228401
MF_EQUITY_002,2023-05-26,157.5211,-0.000167,0.228203
MF_EQUITY_002,2023-05-29,158.3258,0.005109,0.227489
MF_EQUITY_002,2023-05-30,158.3429,0.000108,0.222985
MF_EQUITY_002,2023-05-31,154.4937,-0.024309,0.228816
MF_EQUITY_002,2023-06-01,154.4057,-0.000569,0.225406
MF_EQUITY_002,2023-06-02,152.0659,-0.015154,0.230592
MF_EQUITY_002,2023-06-05,153.3639,0.008536,0.229612
MF_EQUITY_002,2023-06-06,154.1153,0.004899,0.223943
MF_EQUITY_002,2023-06-07,152.4542,-0.010779,0.226677
MF_EQUITY_002,2023-06-08,151.5903,-0.005666,0.223625
MF_EQUITY_002,2023-06-09,149.7393,-0.012211,0.22649
MF_EQUITY_002,2023-06-12,149.7015,-0.000252,0.213297
MF_EQUITY_002,2023-06-13,151.4922,0.011962,0.206152
MF_EQUITY_002,2023-06-14,149.776,-0.011329,0.208155
MF_EQUITY_002,2023-06-15,150.7568,0.006549,0.205539
MF_EQUITY_002,2023-06-16,149.8729,-0.005863,0.203582
MF_EQUITY_002,2023-06-19,148.5219,-0.009014,0.196027
MF_EQUITY_002,2023-06-20,148.4054,-0.000784,0.194686
MF_EQUITY_002,2023-06-21,146.636,-0.011923,0.193224
MF_EQUITY_002,2023-06-22,145.7351,-0.006144,0.186701
MF_EQUITY_002,2023-06-23,143.7131,-0.013875,0.182524
MF_EQUITY_002,2023-06-26,147.1732,0.024077,0.197218
MF_EQUITY_002,2023-06-27,147.3091,0.000923,0.186788
MF_EQUITY_002,2023-06-28,146.1458,-0.007897,0.187598
MF_EQUITY_002,2023-06-29,146.5942,0.003068,0.185284
MF_EQUITY_002,2023-06-30,146.4699,-0.000848,0.17463
MF_EQUITY_002,2023-07-03,146.1547,-0.002152,0.17418
MF_EQUITY_002,2023-07-04,147.3049,0.00787,0.163435
MF_EQUITY_002,2023-07-05,148.7176,0.00959,0.163068
MF_EQUITY_002,2023-07-06,147.8452,-0.005866,0.154915
MF_EQUITY_002,2023-07-07,146.8976,-0.00641,0.155305
MF_EQUITY_002,2023-07-10,146.4862,-0.002801,0.153719
MF_EQUITY_002,2023-07-11,142.513,-0.027123,0.169128
MF_EQUITY_002,2023-07-12,139.9931,-0.017682,0.163005
MF_EQUITY_002,2023-07-13,142.3593,0.016902,0.173039
MF_EQUITY_002,2023-07-14,145.2406,0.02024,0.18103
MF_EQUITY_002,2023-07-17,144.8792,-0.002488,0.178539
MF_EQUITY_002,2023-07-18,145.954,0.007419,0.179511
MF_EQUITY_002,2023-07-19,146.5721,0.004235,0.178219
MF_EQUITY_002,2023-07-20,152.0607,0.037447,0.20992
MF_EQUITY_002,2023-07-21,154.1797,0.013935,0.210178
MF_EQUITY_002,2023-07-24,154.0201,-0.001035,0.210233
MF_EQUITY_002,2023-07-25,152.331,-0.010966,0.210378
MF_EQUITY_002,2023-07-26,149.4707,-0.018777,0.215002
MF_EQUITY_002,2023-07-27,149.9103,0.002942,0.214303
MF_EQUITY_002,2023-07-28,148.6247,-0.008576,0.21508
MF_EQUITY_002,2023-07-31,146.1624,-0.016567,0.218854
MF_EQUITY_002,2023-08-01,145.1014,-0.007259,0.219744
MF_EQUITY_002,2023-08-02,143.2908,-0.012479,0.219998
MF_EQUITY_002,2023-08-03,146.2634,0.020746,0.227854
MF_EQUITY_002,2023-08-04,147.884,0.01108,0.225911
MF_EQUITY_002,2023-08-07,147.9438,0.000404,0.215105
MF_EQUITY_002,2023-08-08,150.6451,0.018259,0.221345
MF_EQUITY_002,2023-08-09,150.8603,0.001428,0.219791
MF_EQUITY_002,2023-08-10,149.3765,-0.009835,0.221984
MF_EQUITY_002,2023-08-11,152.1815,0.018777,0.227984
MF_EQUITY_002,2023-08-14,153.2417,0.006967,0.22829
MF_EQUITY_002,2023-08-15,151.4109,-0.011947,0.230831
MF_EQUITY_002,2023-08-16,151.1408,-0.001784,0.229511
MF_EQUITY_002,2023-08-17,149.6283,-0.010007,0.230841
MF_EQUITY_002,2023-08-18,147.2202,-0.016094,0.235029
MF_EQUITY_002,2023-08-21,148.93,0.011614,0.237145
MF_EQUITY_002,2023-08-22,152.4169,0.023413,0.230845
MF_EQUITY_002,2023-08-23,149.9352,-0.016283,0.229824
MF_EQUITY_002,2023-08-24,151.023,0.007256,0.226203
MF_EQUITY_002,2023-08-25,149.9194,-0.007308,0.221004
MF_EQUITY_002,2023-08-28,149.118,-0.005346,0.221568
MF_EQUITY_002,2023-08-29,148.1325,-0.006609,0.221797
MF_EQUITY_002,2023-08-30,146.6708,-0.009868,0.223541
MF_EQUITY_002,2023-08-31,146.8295,0.001082,0.193615
MF_EQUITY_002,2023-09-01,145.4388,-0.009471,0.18967
MF_EQUITY_002,2023-09-04,145.9836,0.003745,0.190359
MF_EQUITY_002,2023-09-05,145.9686,-0.000103,0.188365
MF_EQUITY_002,2023-09-06,145.623,-0.002367,0.181037
MF_EQUITY_002,2023-09-07,144.1099,-0.010391,0.182754
MF_EQUITY_002,2023-09-08,143.1845,-0.006421,0.182109
MF_EQUITY_002,2023-09-11,144.554,0.009565,0.178637
MF_EQUITY_002,2023-09-12,145.4952,0.006511,0.178439
MF_EQUITY_002,2023-09-13,143.8612,-0.011231,0.177707
MF_EQUITY_002,2023-09-14,144.1046,0.001692,0.166803
MF_EQUITY_002,2023-09-15,145.476,0.009517,0.165924
MF_EQUITY_002,2023-09-18,142.6344,-0.019533,0.174809
MF_EQUITY_002,2023-09-19,143.6358,0.00702,0.166813
MF_EQUITY_002,2023-09-20,142.5655,-0.007451,0.167427
MF_EQUITY_002,2023-09-21,143.6129,0.007347,0.167693
MF_EQUITY_002,2023-09-22,142.3694,-0.008659,0.15777
MF_EQUITY_002,2023-09-25,139.357,-0.021159,0.164528
MF_EQUITY_002,2023-09-26,136.705,-0.019031,0.169054
MF_EQUITY_002,2023-09-27,136.8522,0.001077,0.169486
MF_EQUITY_002,2023-09-28,137.3472,0.003617,0.169366
MF_EQUITY_002,2023-09-29,135.9254,-0.010352,0.166236
MF_EQUITY_002,2023-10-02,137.035,0.008163,0.163957
MF_EQUITY_002,2023-10-03,134.3712,-0.019438,0.151145
MF_EQUITY_002,2023-10-04,134.3319,-0.000293,0.147038
MF_EQUITY_002,2023-10-05,132.4469,-0.014032,0.146304
MF_EQUITY_002,2023-10-06,131.4771,-0.007322,0.146307
MF_EQUITY_002,2023-10-09,131.6177,0.001069,0.147097
MF_EQUITY_002,2023-10-10,130.3245,-0.009825,0.147865
MF_EQUITY_002,2023-10-11,129.7883,-0.004115,0.146892
MF_EQUITY_002,2023-10-12,131.4204,0.012576,0.153972
MF_EQUITY_002,2023-10-13,130.5764,-0.006423,0.153221
MF_EQUITY_002,2023-10-16,131.9511,0.010528,0.157233
MF_EQUITY_002,2023-10-17,130.2283,-0.013056,0.1594
MF_EQUITY_002,2023-10-18,131.1213,0.006858,0.16231
MF_EQUITY_002,2023-10-19,133.4551,0.017799,0.172087
MF_EQUITY_002,2023-10-20,129.5636,-0.02916,0.188433
MF_EQUITY_002,2023-10-23,128.3894,-0.009063,0.185123
MF_EQUITY_002,2023-10-24,129.3427,0.007425,0.185587
MF_EQUITY_002,2023-10-25,129.0922,-0.001937,0.184325
MF_EQUITY_002,2023-10-26,129.7317,0.004954,0.185369
MF_EQUITY_002,2023-10-27,128.8563,-0.006748,0.18145
MF_EQUITY_002,2023-10-30,129.0546,0.001539,0.175941
MF_EQUITY_002,2023-10-31,128.8781,-0.001368,0.173338
MF_EQUITY_002,2023-11-01,130.7485,0.014513,0.18058
MF_EQUITY_002,2023-11-02,131.2131,0.003553,0.179053
MF_EQUITY_002,2023-11-03,131.8103,0.004551,0.179481
MF_EQUITY_002,2023-11-06,131.2247,-0.004443,0.170707
MF_EQUITY_002,2023-11-07,130.5225,-0.005351,0.163252
MF_EQUITY_002,2023-11-08,129.9102,-0.004691,0.163319
MF_EQUITY_002,2023-11-09,130.5901,0.005233,0.163841
MF_EQUITY_002,2023-11-10,129.9957,-0.004552,0.16201
MF_EQUITY_002,2023-11-13,130.5127,0.003977,0.1603
MF_EQUITY_002,2023-11-14,133.8284,0.025405,0.169311
MF_EQUITY_002,2023-11-15,135.2943,0.010953,0.172299
MF_EQUITY_002,2023-11-16,134.8326,-0.003412,0.167302
MF_EQUITY_002,2023-11-17,136.8436,0.014915,0.170479
MF_EQUITY_002,2023-11-20,136.2419,-0.004397,0.171303
MF_EQUITY_002,2023-11-21,132.9779,-0.023957,0.183663
MF_EQUITY_002,2023-11-22,131.4357,-0.011597,0.186636
MF_EQUITY_002,2023-11-23,128.5508,-0.02195,0.193888
MF_EQUITY_002,2023-11-24,128.0728,-0.003718,0.193348
MF_EQUITY_002,2023-11-27,128.1651,0.000721,0.190523
MF_EQUITY_002,2023-11-28,130.8075,0.020617,0.196748
MF_EQUITY_002,2023-11-29,131.3861,0.004423,0.19616
MF_EQUITY_002,2023-11-30,131.1064,-0.002129,0.188942
MF_EQUITY_002,2023-12-01,132.4768,0.010453,0.170779
MF_EQUITY_002,2023-12-04,129.028,-0.026034,0.185723
MF_EQUITY_002,2023-12-05,129.4573,0.003327,0.184721
MF_EQUITY_002,2023-12-06,130.7195,0.00975,0.186699
MF_EQUITY_002,2023-12-07,128.4655,-0.017243,0.193057
MF_EQUITY_002,2023-12-08,130.293,0.014225,0.196467
MF_EQUITY_002,2023-12-11,130.8874,0.004562,0.196808
MF_EQUITY_002,2023-12-12,130.3005,-0.004483,0.197278
MF_EQUITY_002,2023-12-13,131.3551,0.008093,0.194151
MF_EQUITY_002,2023-12-14,135.0,0.027748,0.209787
MF_EQUITY_002,2023-12-15,135.3621,0.002682,0.209585
MF_EQUITY_002,2023-12-18,135.833,0.003479,0.209064
MF_EQUITY_002,2023-12-19,135.1521,-0.005012,0.208973
MF_EQUITY_002,2023-12-20,133.8414,-0.009698,0.210706
MF_EQUITY_002,2023-12-21,135.2419,0.010464,0.212143
MF_EQUITY_002,2023-12-22,133.9202,-0.009773,0.213916
MF_EQUITY_002,2023-12-25,134.1022,0.001359,0.213743
MF_EQUITY_002,2023-12-26,133.4006,-0.005232,0.201425
MF_EQUITY_002,2023-12-27,134.234,0.006248,0.19965
MF_EQUITY_002,2023-12-28,134.8386,0.004504,0.199856
MF_EQUITY_002,2023-12-29,136.5849,0.01295,0.198666
MF_EQUITY_002,2024-01-01,135.8172,-0.00562,0.198933
MF_EQUITY_002,2024-01-02,135.4453,-0.002738,0.185829
MF_EQUITY_002,2024-01-03,133.9222,-0.011245,0.185629
MF_EQUITY_002,2024-01-04,133.2751,-0.004832,0.173735
MF_EQUITY_002,2024-01-05,133.9452,0.005028,0.173406
MF_EQUITY_002,2024-01-08,135.2289,0.009584,0.174932
MF_EQUITY_002,2024-01-09,133.8001,-0.010566,0.169109
MF_EQUITY_002,2024-01-10,135.2632,0.010935,0.171357
MF_EQUITY_002,2024-01-11,137.5313,0.016768,0.176993
MF_EQUITY_002,2024-01-12,138.2823,0.005461,0.175421
MF_EQUITY_002,2024-01-15,141.4658,0.023022,0.165896
MF_EQUITY_002,2024-01-16,140.223,-0.008785,0.169444
MF_EQUITY_002,2024-01-17,138.1987,-0.014436,0.17513
MF_EQUITY_002,2024-01-18,135.318,-0.020845,0.178826
MF_EQUITY_002,2024-01-19,137.815,0.018453,0.181775
MF_EQUITY_002,2024-01-22,138.9661,0.008352,0.182581
MF_EQUITY_002,2024-01-23,138.9429,-0.000167,0.181663
MF_EQUITY_002,2024-01-24,139.4791,0.00386,0.180884
MF_EQUITY_002,2024-01-25,137.6651,-0.013006,0.168759
MF_EQUITY_002,2024-01-26,141.7743,0.029849,0.188711
MF_EQUITY_002,2024-01-29,142.065,0.002051,0.188634
MF_EQUITY_002,2024-01-30,142.3225,0.001813,0.187601
MF_EQUITY_002,2024-01-31,143.6332,0.009209,0.18553
MF_EQUITY_002,2024-02-01,144.5341,0.006272,0.184345
MF_EQUITY_002,2024-02-02,144.9946,0.003187,0.180772
MF_EQUITY_002,2024-02-05,143.6918,-0.008986,0.183905
MF_EQUITY_002,2024-02-06,144.5766,0.006158,0.182774
MF_EQUITY_002,2024-02-07,147.914,0.023084,0.191862
MF_EQUITY_002,2024-02-08,150.3761,0.016645,0.195706
MF_EQUITY_002,2024-02-09,153.3262,0.019618,0.199361
MF_EQUITY_002,2024-02-12,152.4622,-0.005635,0.199367
MF_EQUITY_002,2024-02-13,150.7279,-0.011375,0.20341
MF_EQUITY_002,2024-02-14,150.5758,-0.001009,0.199013
MF_EQUITY_002,2024-02-15,150.7518,0.001169,0.197455
MF_EQUITY_002,2024-02-16,152.8066,0.01363,0.199337
MF_EQUITY_002,2024-02-19,149.7795,-0.01981,0.210676
MF_EQUITY_002,2024-02-20,152.6036,0.018855,0.210866
MF_EQUITY_002,2024-02-21,152.3905,-0.001396,0.210613
MF_EQUITY_002,2024-02-22,151.6861,-0.004623,0.208518
MF_EQUITY_002,2024-02-23,149.9196,-0.011645,0.212864
MF_EQUITY_002,2024-02-26,147.0175,-0.019358,0.213288
MF_EQUITY_002,2024-02-27,148.5432,0.010378,0.212589
MF_EQUITY_002,2024-02-28,148.7482,0.00138,0.206821
MF_EQUITY_002,2024-02-29,146.52,-0.01498,0.201694
MF_EQUITY_002,2024-03-01,144.3162,-0.015041,0.202369
MF_EQUITY_002,2024-03-04,143.8068,-0.003529,0.201861
MF_EQUITY_002,2024-03-05,146.759,0.020528,0.209396
MF_EQUITY_002,2024-03-06,146.3752,-0.002615,0.209713
MF_EQUITY_002,2024-03-07,143.8081,-0.017538,0.212861
MF_EQUITY_002,2024-03-08,143.4559,-0.002449,0.195406
MF_EQUITY_002,2024-03-11,143.0581,-0.002773,0.195567
MF_EQUITY_002,2024-03-12,138.4999,-0.031863,0.216541
MF_EQUITY_002,2024-03-13,138.4789,-0.000152,0.214465
MF_EQUITY_002,2024-03-14,138.1644,-0.002271,0.213329
MF_EQUITY_002,2024-03-15,139.3878,0.008854,0.215017
MF_EQUITY_002,2024-03-18,142.5502,0.022687,0.22447
MF_EQUITY_002,2024-03-19,144.5485,0.014019,0.227531
MF_EQUITY_002,2024-03-20,144.1544,-0.002727,0.216918
MF_EQUITY_002,2024-03-21,142.3124,-0.012778,0.213123
MF_EQUITY_002,2024-03-22,146.7782,0.03138,0.225723
MF_EQUITY_002,2024-03-25,146.9559,0.001211,0.225467
MF_EQUITY_002,2024-03-26,147.0539,0.000667,0.223404
MF_EQUITY_002,2024-03-27,147.0849,0.00021,0.223418
MF_EQUITY_002,2024-03-28,147.508,0.002877,0.223596
MF_EQUITY_002,2024-03-29,147.3262,-0.001232,0.219471
MF_EQUITY_003,2023-01-02,72.7238,0.031339,
MF_EQUITY_003,2023-01-03,71.794,-0.012785,
MF_EQUITY_003,2023-01-04,73.0262,0.017163,
MF_EQUITY_003,2023-01-05,70.7323,-0.031412,
MF_EQUITY_003,2023-01-06,69.0036,-0.024441,0.430602
MF_EQUITY_003,2023-01-09,68.0108,-0.014388,0.390951
MF_EQUITY_003,2023-01-10,67.0838,-0.01363,0.360003
MF_EQUITY_003,2023-01-11,67.2813,0.002944,0.337827
MF_EQUITY_003,2023-01-12,67.5489,0.003978,0.32009
MF_EQUITY_003,2023-01-13,67.3762,-0.002558,0.301954
MF_EQUITY_003,2023-01-16,67.2887,-0.001299,0.286838
MF_EQUITY_003,2023-01-17,67.7485,0.006833,0.27804
MF_EQUITY_003,2023-01-18,68.4597,0.010499,0.272939
MF_EQUITY_003,2023-01-19,67.4042,-0.015418,0.268218
MF_EQUITY_003,2023-01-20,67.1452,-0.003843,0.25848
MF_EQUITY_003,2023-01-23,67.1227,-0.000335,0.249962
MF_EQUITY_003,2023-01-24,67.5471,0.006324,0.24465
MF_EQUITY_003,2023-01-25,66.9546,-0.008772,0.238535
MF_EQUITY_003,2023-01-26,66.9164,-0.000571,0.231952
MF_EQUITY_003,2023-01-27,66.9739,0.00086,0.226109
MF_EQUITY_003,2023-01-30,66.4413,-0.007954,0.2212
MF_EQUITY_003,2023-01-31,65.8938,-0.00824,0.216671
MF_EQUITY_003,2023-02-01,66.0048,0.001685,0.212253
MF_EQUITY_003,2023-02-02,65.9346,-0.001064,0.207663
MF_EQUITY_003,2023-02-03,66.3635,0.006506,0.205386
MF_EQUITY_003,2023-02-06,65.5579,-0.012139,0.203534
MF_EQUITY_003,2023-02-07,65.3148,-0.003708,0.199605
MF_EQUITY_003,2023-02-08,65.1678,-0.002251,0.195879
MF_EQUITY_003,2023-02-09,65.8369,0.010266,0.196132
MF_EQUITY_003,2023-02-10,65.1268,-0.010785,0.194287
MF_EQUITY_003,2023-02-13,65.3428,0.003316,0.166818
MF_EQUITY_003,2023-02-14,65.5736,0.003533,0.165631
MF_EQUITY_003,2023-02-15,66.902,0.020257,0.169105
MF_EQUITY_003,2023-02-16,66.1269,-0.011585,0.148526
MF_EQUITY_003,2023-02-17,65.6384,-0.007387,0.133832
MF_EQUITY_003,2023-02-20,64.9329,-0.010748,0.131207
MF_EQUITY_003,2023-02-21,63.6643,-0.019537,0.13694
MF_EQUITY_003,2023-02-22,65.0443,0.021676,0.152362
MF_EQUITY_003,2023-02-23,64.1078,-0.014398,0.156316
MF_EQUITY_003,2023-02-24,63.5119,-0.009296,0.157851
MF_EQUITY_003,2023-02-27,64.5464,0.016289,0.166448
MF_EQUITY_003,2023-02-28,63.2208,-0.020537,0.173532
MF_EQUITY_003,2023-03-01,63.8262,0.009576,0.172963
MF_EQUITY_003,2023-03-02,62.7759,-0.016456,0.173673
MF_EQUITY_003,2023-03-03,63.7464,0.01546,0.181047
MF_EQUITY_003,2023-03-06,62.1184,-0.025539,0.193728
MF_EQUITY_003,2023-03-07,60.8424,-0.020542,0.198671
MF_EQUITY_003,2023-03-08,60.475,-0.006039,0.198186
MF_EQUITY_003,2023-03-09,61.2105,0.012162,0.203091
MF_EQUITY_003,2023-03-10,61.2184,0.000129,0.202985
MF_EQUITY_003,2023-03-13,61.0023,-0.003529,0.202435
MF_EQUITY_003,2023-03-14,62.0182,0.016653,0.209323
MF_EQUITY_003,2023-03-15,63.6532,0.026363,0.224686
MF_EQUITY_003,2023-03-16,64.1985,0.008567,0.226431
MF_EQUITY_003,2023-03-17,63.7507,-0.006974,0.226026
MF_EQUITY_003,2023-03-20,63.4627,-0.004518,0.223902
MF_EQUITY_003,2023-03-21,62.5132,-0.014961,0.227439
MF_EQUITY_003,2023-03-22,62.6201,0.00171,0.227594
MF_EQUITY_003,2023-03-23,61.4269,-0.019055,0.230571
MF_EQUITY_003,2023-03-24,61.8644,0.007122,0.230622
MF_EQUITY_003,2023-03-27,63.3842,0.024567,0.242486
MF_EQUITY_003,2023-03-28,63.9617,0.009111,0.243907
MF_EQUITY_003,2023-03-29,63.6336,-0.00513,0.235905
MF_EQUITY_003,2023-03-30,64.0678,0.006823,0.23514
MF_EQUITY_003,2023-03-31,65.3457,0.019946,0.241884
MF_EQUITY_003,2023-04-03,66.6099,0.019346,0.245994
MF_EQUITY_003,2023-04-04,65.8409,-0.011545,0.24125
MF_EQUITY_003,2023-04-05,66.277,0.006624,0.234002
MF_EQUITY_003,2023-04-06,66.1844,-0.001397,0.229692
MF_EQUITY_003,2023-04-07,66.8581,0.010179,0.228919
MF_EQUITY_003,2023-04-10,67.1993,0.005103,0.225035
MF_EQUITY_003,2023-04-11,65.322,-0.027937,0.232223
MF_EQUITY_003,2023-04-12,65.0818,-0.003676,0.23124
MF_EQUITY_003,2023-04-13,65.2694,0.002883,0.225455
MF_EQUITY_003,2023-04-14,64.1786,-0.016712,0.227291
MF_EQUITY_003,2023-04-17,64.6582,0.007472,0.214422
MF_EQUITY_003,2023-04-18,63.508,-0.017788,0.212107
MF_EQUITY_003,2023-04-19,62.9313,-0.009081,0.213228
MF_EQUITY_003,2023-04-20,63.9757,0.016596,0.215545
MF_EQUITY_003,2023-04-21,63.3292,-0.010105,0.218162
MF_EQUITY_003,2023-04-24,63.797,0.007388,0.21839
MF_EQUITY_003,2023-04-25,62.4865,-0.020543,0.222656
MF_EQUITY_003,2023-04-26,64.0784,0.025476,0.221769
MF_EQUITY_003,2023-04-27,63.8762,-0.003155,0.220578
MF_EQUITY_003,2023-04-28,63.9812,0.001644,0.219648
MF_EQUITY_003,2023-05-01,64.1507,0.002648,0.219289
MF_EQUITY_003,2023-05-02,64.6505,0.007791,0.21527
MF_EQUITY_003,2023-05-03,63.5042,-0.01773,0.222142
MF_EQUITY_003,2023-05-04,63.5319,0.000436,0.214226
MF_EQUITY_003,2023-05-05,63.0614,-0.007405,0.21488
MF_EQUITY_003,2023-05-08,61.8144,-0.019775,0.210519
MF_EQUITY_003,2023-05-09,62.5775,0.012345,0.212039
MF_EQUITY_003,2023-05-10,62.3443,-0.003726,0.211819
MF_EQUITY_003,2023-05-11,62.557,0.00341,0.21101
MF_EQUITY_003,2023-05-12,62.7232,0.002658,0.202064
MF_EQUITY_003,2023-05-15,62.5026,-0.003518,0.192413
MF_EQUITY_003,2023-05-16,64.0152,0.0242,0.204587
MF_EQUITY_003,2023-05-17,64.0109,-6.7e-05,0.203376
MF_EQUITY_003,2023-05-18,62.8461,-0.018195,0.209344
MF_EQUITY_003,2023-05-19,62.5756,-0.004305,0.206427
MF_EQUITY_003,2023-05-22,62.9822,0.006497,0.20689
MF_EQUITY_003,2023-05-23,63.4162,0.006891,0.193233
MF_EQUITY_003,2023-05-24,62.6201,-0.012553,0.196028
MF_EQUITY_003,2023-05-25,63.3499,0.011654,0.199242
MF_EQUITY_003,2023-05-26,62.0414,-0.020654,0.202262
MF_EQUITY_003,2023-05-29,62.9242,0.01423,0.205656
MF_EQUITY_003,2023-05-30,61.9595,-0.015332,0.204012
MF_EQUITY_003,2023-05-31,61.8222,-0.002215,0.202539
MF_EQUITY_003,2023-06-01,62.6429,0.013275,0.200317
MF_EQUITY_003,2023-06-02,62.7641,0.001935,0.198396
MF_EQUITY_003,2023-06-05,63.4106,0.0103,0.199543
MF_EQUITY_003,2023-06-06,63.9131,0.007924,0.191111
MF_EQUITY_003,2023-06-07,64.9316,0.015935,0.182209
MF_EQUITY_003,2023-06-08,65.7917,0.013247,0.185518
MF_EQUITY_003,2023-06-09,65.4663,-0.004945,0.186316
MF_EQUITY_003,2023-06-12,65.9963,0.008095,0.187443
MF_EQUITY_003,2023-06-13,64.8204,-0.017819,0.193978
MF_EQUITY_003,2023-06-14,64.8077,-0.000195,0.186436
MF_EQUITY_003,2023-06-15,65.4767,0.010322,0.188485
MF_EQUITY_003,2023-06-16,65.6146,0.002106,0.186775
MF_EQUITY_003,2023-06-19,65.999,0.00586,0.175998
MF_EQUITY_003,2023-06-20,65.8631,-0.002059,0.173752
MF_EQUITY_003,2023-06-21,66.7884,0.014049,0.176486
MF_EQUITY_003,2023-06-22,66.7574,-0.000465,0.176643
MF_EQUITY_003,2023-06-23,66.4179,-0.005085,0.1779
MF_EQUITY_003,2023-06-26,67.1577,0.011138,0.179038
MF_EQUITY_003,2023-06-27,66.0588,-0.016362,0.174783
MF_EQUITY_003,2023-06-28,66.489,0.006512,0.175438
MF_EQUITY_003,2023-06-29,65.6905,-0.01201,0.170298
MF_EQUITY_003,2023-06-30,66.7307,0.015835,0.174256
MF_EQUITY_003,2023-07-03,66.5551,-0.002632,0.174311
MF_EQUITY_003,2023-07-04,66.6962,0.00212,0.173671
MF_EQUITY_003,2023-07-05,67.0597,0.005451,0.168559
MF_EQUITY_003,2023-07-06,65.5404,-0.022656,0.180961
MF_EQUITY_003,2023-07-07,65.0615,-0.007307,0.170806
MF_EQUITY_003,2023-07-10,65.9088,0.013023,0.170067
MF_EQUITY_003,2023-07-11,66.628,0.010913,0.164271
MF_EQUITY_003,2023-07-12,66.8876,0.003896,0.163708
MF_EQUITY_003,2023-07-13,65.8379,-0.015694,0.168866
MF_EQUITY_003,2023-07-14,66.3334,0.007526,0.169704
MF_EQUITY_003,2023-07-17,66.9345,0.009061,0.169209
MF_EQUITY_003,2023-07-18,67.0057,0.001064,0.168238
MF_EQUITY_003,2023-07-19,68.0227,0.015178,0.167692
MF_EQUITY_003,2023-07-20,67.4989,-0.007701,0.166037
MF_EQUITY_003,2023-07-21,67.1196,-0.005618,0.166255
MF_EQUITY_003,2023-07-24,65.152,-0.029315,0.186303
MF_EQUITY_003,2023-07-25,65.9037,0.011538,0.181774
MF_EQUITY_003,2023-07-26,66.1849,0.004266,0.18206
MF_EQUITY_003,2023-07-27,64.8822,-0.019682,0.189009
MF_EQUITY_003,2023-07-28,63.5455,-0.020603,0.197819
MF_EQUITY_003,2023-07-31,62.9118,-0.009972,0.198375
MF_EQUITY_003,2023-08-01,63.5424,0.010024,0.201161
MF_EQUITY_003,2023-08-02,63.3452,-0.003104,0.196
MF_EQUITY_003,2023-08-03,62.7651,-0.009157,0.197144
MF_EQUITY_003,2023-08-04,62.0387,-0.011573,0.198922
MF_EQUITY_003,2023-08-07,61.2873,-0.012111,0.196782
MF_EQUITY_003,2023-08-08,59.8959,-0.022704,0.201338
MF_EQUITY_003,2023-08-09,59.058,-0.013989,0.201529
MF_EQUITY_003,2023-08-10,58.3288,-0.012347,0.20165
MF_EQUITY_003,2023-08-11,58.8358,0.008691,0.196581
MF_EQUITY_003,2023-08-14,58.7482,-0.001489,0.196684
MF_EQUITY_003,2023-08-15,58.1955,-0.009407,0.196365
MF_EQUITY_003,2023-08-16,59.8376,0.028217,0.216412
MF_EQUITY_003,2023-08-17,59.3908,-0.007467,0.20921
MF_EQUITY_003,2023-08-18,60.2523,0.014505,0.214956
MF_EQUITY_003,2023-08-21,61.4545,0.019953,0.220171
MF_EQUITY_003,2023-08-22,60.3275,-0.01834,0.22131
MF_EQUITY_003,2023-08-23,60.4112,0.001388,0.220729
MF_EQUITY_003,2023-08-24,60.0662,-0.00571,0.217732
MF_EQUITY_003,2023-08-25,59.6646,-0.006687,0.215669
MF_EQUITY_003,2023-08-28,60.092,0.007165,0.214783
MF_EQUITY_003,2023-08-29,59.6729,-0.006974,0.214562
MF_EQUITY_003,2023-08-30,59.3476,-0.005452,0.206928
MF_EQUITY_003,2023-08-31,59.2576,-0.001517,0.206861
MF_EQUITY_003,2023-09-01,59.0217,-0.003981,0.206822
MF_EQUITY_003,2023-09-04,58.22,-0.013583,0.1949
MF_EQUITY_003,2023-09-05,58.8051,0.010051,0.193937
MF_EQUITY_003,2023-09-06,59.5745,0.013082,0.198716
MF_EQUITY_003,2023-09-07,59.8499,0.004623,0.193864
MF_EQUITY_003,2023-09-08,59.6094,-0.004019,0.186304
MF_EQUITY_003,2023-09-11,59.1347,-0.007963,0.185653
MF_EQUITY_003,2023-09-12,58.665,-0.007943,0.182826
MF_EQUITY_003,2023-09-13,60.3539,0.028789,0.204175
MF_EQUITY_003,2023-09-14,61.0633,0.011754,0.206372
MF_EQUITY_003,2023-09-15,60.4782,-0.009581,0.20555
MF_EQUITY_003,2023-09-18,60.628,0.002476,0.202886
