date,amfi_code,nav,daily_return
2022-08-26,100010,93.1433,
2022-08-29,100010,92.8156,
2022-08-30,100010,94.572,
2022-08-31,100010,94.2469,
2022-09-01,100010,94.9068,
2022-09-02,100010,95.2987,
2022-09-05,100010,95.1567,
2022-09-06,100010,95.534,
2022-09-07,100010,98.004,
2022-09-08,100010,100.497,
2022-09-09,100010,102.0038,
2022-09-12,100010,99.6342,
2022-09-13,100010,96.8056,
2022-09-14,100010,98.6607,
2022-09-15,100010,95.7147,
2022-09-16,100010,96.4737,
2022-09-19,100010,95.5035,
2022-09-20,100010,98.1264,
2022-09-21,100010,99.8018,
2022-09-22,100010,99.137,
2022-09-23,100010,102.7241,
2022-09-26,100010,104.8535,
2022-09-27,100010,106.5926,
2022-09-28,100010,105.7245,
2022-09-29,100010,104.5419,
2022-09-30,100010,103.6538,
2022-10-03,100010,101.3865,
2022-10-04,100010,100.5748,
2022-10-05,100010,101.3086,
2022-10-06,100010,102.9574,
2022-10-07,100010,102.7733,
2022-10-10,100010,108.4937,
2022-10-11,100010,110.9499,
2022-10-12,100010,111.5509,
2022-10-13,100010,114.1947,
2022-10-14,100010,115.7109,
2022-10-17,100010,114.5741,
2022-10-18,100010,113.3853,
2022-10-19,100010,112.6746,
2022-10-20,100010,113.372,
2022-10-21,100010,114.2501,
2022-10-24,100010,114.6662,
2022-10-25,100010,116.6371,
2022-10-26,100010,114.0559,
2022-10-27,100010,118.0704,
2022-10-28,100010,120.2692,
2022-10-31,100010,118.8815,
2022-11-01,100010,117.298,
2022-11-02,100010,119.0334,
2022-11-03,100010,120.8459,
2022-11-04,100010,120.6893,
2022-11-07,100010,116.0474,
2022-11-08,100010,119.5175,
2022-11-09,100010,119.0659,
2022-11-10,100010,119.3234,
2022-11-11,100010,119.9048,
2022-11-14,100010,122.8934,
2022-11-15,100010,122.7677,
2022-11-16,100010,116.2961,
2022-11-17,100010,116.661,
2022-11-18,100010,118.0076,
2022-11-21,100010,114.3736,
2022-11-22,100010,117.0282,
2022-11-23,100010,116.7652,
2022-11-24,100010,118.1244,
2022-11-25,100010,115.1773,
2022-11-28,100010,114.9355,
2022-11-29,100010,115.0373,
2022-11-30,100010,114.7869,
2022-12-01,100010,116.4669,
2022-12-02,100010,116.9127,
2022-12-05,100010,115.9646,
2022-12-06,100010,115.2963,
2022-12-07,100010,117.0968,
2022-12-08,100010,117.2646,
2022-12-09,100010,116.8425,
2022-12-12,100010,115.7799,
2022-12-13,100010,117.3467,
2022-12-14,100010,119.3384,
2022-12-15,100010,117.3077,
2022-12-16,100010,120.1869,
2022-12-19,100010,119.4519,
2022-12-20,100010,117.8654,
2022-12-21,100010,118.3651,
2022-12-22,100010,118.5959,
2022-12-23,100010,115.0145,
2022-12-26,100010,113.6745,
2022-12-27,100010,112.9935,
2022-12-28,100010,112.5235,
2022-12-29,100010,109.8567,
2022-12-30,100010,110.9565,
2023-01-02,100010,116.2054,
2023-01-03,100010,115.8619,
2023-01-04,100010,114.2075,
2023-01-05,100010,114.0688,
2023-01-06,100010,116.3718,
2023-01-09,100010,112.8107,
2023-01-10,100010,114.5526,
2023-01-11,100010,113.0352,
2023-01-12,100010,110.4419,
2023-01-13,100010,108.0047,
2023-01-16,100010,107.4011,
2023-01-17,100010,107.1531,
2023-01-18,100010,105.9081,
2023-01-19,100010,102.3654,
2023-01-20,100010,99.5463,
2023-01-23,100010,101.1188,
2023-01-24,100010,104.1134,
2023-01-25,100010,110.3941,
2023-01-26,100010,110.5266,
2023-01-27,100010,109.9078,
2023-01-30,100010,107.2715,
2023-01-31,100010,108.5779,
2023-02-01,100010,106.7626,
2023-02-02,100010,105.5529,
2023-02-03,100010,106.4532,
2023-02-06,100010,105.5703,
2023-02-07,100010,103.5787,
2023-02-08,100010,103.1333,
2023-02-09,100010,103.148,
2023-02-10,100010,102.1421,
2023-02-13,100010,105.2029,
2023-02-14,100010,101.93,
2023-02-15,100010,103.244,
2023-02-16,100010,105.1798,
2023-02-17,100010,105.2838,
2023-02-20,100010,104.3035,
2023-02-21,100010,102.2592,
2023-02-22,100010,101.6206,
2023-02-23,100010,100.0355,
2023-02-24,100010,100.3684,
2023-02-27,100010,103.5897,
2023-02-28,100010,103.4622,
2023-03-01,100010,105.9036,
2023-03-02,100010,104.2474,
2023-03-03,100010,104.294,
2023-03-06,100010,102.6469,
2023-03-07,100010,104.2678,
2023-03-08,100010,106.5421,
2023-03-09,100010,108.3484,
2023-03-10,100010,107.577,
2023-03-13,100010,103.3692,
2023-03-14,100010,104.1918,
2023-03-15,100010,100.0663,
2023-03-16,100010,98.4235,
2023-03-17,100010,94.5016,
2023-03-20,100010,97.1019,
2023-03-21,100010,97.6773,
2023-03-22,100010,96.1492,
2023-03-23,100010,99.2739,
2023-03-24,100010,100.0476,
2023-03-27,100010,99.7427,
2023-03-28,100010,101.316,
2023-03-29,100010,99.8287,
2023-03-30,100010,96.6771,
2023-03-31,100010,99.1771,
2023-04-03,100010,100.6444,
2023-04-04,100010,97.5963,
2023-04-05,100010,98.4014,
2023-04-06,100010,97.6322,
2023-04-07,100010,100.286,
2023-04-10,100010,100.3959,
2023-04-11,100010,98.5463,
2023-04-12,100010,96.2024,
2023-04-13,100010,97.3157,
2023-04-14,100010,97.0092,
2023-04-17,100010,94.3739,
2023-04-18,100010,93.1202,
2023-04-19,100010,94.9969,
2023-04-20,100010,95.9374,
2023-04-21,100010,97.8272,
2023-04-24,100010,98.9807,
2023-04-25,100010,96.5463,
2023-04-26,100010,98.1463,
2023-04-27,100010,98.0388,
2023-04-28,100010,97.7339,
2023-05-01,100010,99.5952,
2023-05-02,100010,98.7363,
2023-05-03,100010,98.3467,
2023-05-04,100010,97.5809,
2023-05-05,100010,98.5078,
2023-05-08,100010,100.3664,
2023-05-09,100010,101.6125,
2023-05-10,100010,102.7742,
2023-05-11,100010,100.2899,
2023-05-12,100010,101.9172,
2023-05-15,100010,100.4181,
2023-05-16,100010,101.8173,
2023-05-17,100010,106.506,
2023-05-18,100010,105.544,
2023-05-19,100010,102.5607,
2023-05-22,100010,101.2064,
2023-05-23,100010,104.533,
2023-05-24,100010,106.2295,
2023-05-25,100010,108.7456,
2023-05-26,100010,107.9942,
2023-05-29,100010,109.1743,
2023-05-30,100010,109.8756,
2023-05-31,100010,112.8913,
2023-06-01,100010,111.2839,
2023-06-02,100010,108.0805,
2023-06-05,100010,111.6669,
2023-06-06,100010,110.7794,
2023-06-07,100010,112.2014,
2023-06-08,100010,109.7232,
2023-06-09,100010,111.7992,
2023-06-12,100010,111.5907,
2023-06-13,100010,110.2489,
2023-06-14,100010,110.886,
2023-06-15,100010,108.8052,
2023-06-16,100010,107.1321,
2023-06-19,100010,108.2209,
2023-06-20,100010,107.0691,
2023-06-21,100010,106.6628,
2023-06-22,100010,107.1089,
2023-06-23,100010,107.467,
2023-06-26,100010,107.4522,
2023-06-27,100010,107.0994,
2023-06-28,100010,105.2216,
2023-06-29,100010,103.4867,
2023-06-30,100010,102.4076,
2023-07-03,100010,99.7601,
2023-07-04,100010,102.1787,
2023-07-05,100010,102.5193,
2023-07-06,100010,99.8057,
2023-07-07,100010,101.1988,
2023-07-10,100010,101.467,
2023-07-11,100010,100.9895,
2023-07-12,100010,103.5013,
2023-07-13,100010,100.0234,
2023-07-14,100010,97.5411,
2023-07-17,100010,101.623,
2023-07-18,100010,103.8292,
2023-07-19,100010,102.877,
2023-07-20,100010,104.7399,
2023-07-21,100010,104.3191,
2023-07-24,100010,105.25,
2023-07-25,100010,107.0561,
2023-07-26,100010,106.4541,
2023-07-27,100010,106.4817,
2023-07-28,100010,107.2764,
2023-07-31,100010,105.5309,
2023-08-01,100010,103.0395,
2023-08-02,100010,104.6617,
2023-08-03,100010,105.342,
2023-08-04,100010,107.8396,
2023-08-07,100010,108.3706,
2023-08-08,100010,109.452,
2023-08-09,100010,109.5992,
2023-08-10,100010,111.1286,
2023-08-11,100010,111.2364,
2023-08-14,100010,110.6726,
2023-08-15,100010,112.1687,
2023-08-16,100010,112.3907,
2023-08-17,100010,112.2189,
2023-08-18,100010,113.7316,
2023-08-21,100010,112.045,
2023-08-22,100010,111.7251,
2023-08-23,100010,109.8003,
2023-08-24,100010,110.639,
2023-08-25,100010,110.5758,
2023-08-28,100010,110.44,
2023-08-29,100010,108.6324,
2023-08-30,100010,109.8282,
2023-08-31,100010,110.6661,
2023-09-01,100010,109.852,
2023-09-04,100010,112.806,
2023-09-05,100010,113.2816,
2023-09-06,100010,113.589,
2023-09-07,100010,113.6706,
2023-09-08,100010,112.9406,
2023-09-11,100010,115.8066,
2023-09-12,100010,117.4207,
2023-09-13,100010,117.6676,
2023-09-14,100010,119.9507,
2023-09-15,100010,117.3712,
2023-09-18,100010,119.6933,
2023-09-19,100010,120.1946,
2023-09-20,100010,119.7039,
2023-09-21,100010,120.0444,
2023-09-22,100010,121.5863,
2023-09-25,100010,123.898,
2023-09-26,100010,119.7228,
2023-09-27,100010,123.0614,
2023-09-28,100010,125.4141,
2023-09-29,100010,124.9815,
2023-10-02,100010,121.8823,
2023-10-03,100010,125.2494,
2023-10-04,100010,125.4495,
2023-10-05,100010,127.2747,
2023-10-06,100010,128.5052,
2023-10-09,100010,132.0576,
2023-10-10,100010,136.2258,
2023-10-11,100010,133.788,
2023-10-12,100010,131.9599,
2023-10-13,100010,132.9868,
2023-10-16,100010,136.636,
2023-10-17,100010,137.2755,
2023-10-18,100010,139.0788,
2023-10-19,100010,141.7374,
2023-10-20,100010,141.1879,
2023-10-23,100010,144.5907,
2023-10-24,100010,143.3896,
2023-10-25,100010,146.3539,
2023-10-26,100010,143.4483,
2023-10-27,100010,149.7322,
2023-10-30,100010,146.916,
2023-10-31,100010,148.1812,
2023-11-01,100010,148.6999,
2023-11-02,100010,145.1894,
2023-11-03,100010,146.4468,
2023-11-06,100010,145.9718,
2023-11-07,100010,148.3887,
2023-11-08,100010,145.4144,
2023-11-09,100010,143.9345,
2023-11-10,100010,144.6809,
2023-11-13,100010,145.7084,
2023-11-14,100010,145.6045,
2023-11-15,100010,146.163,
2023-11-16,100010,144.8592,
2023-11-17,100010,146.8674,
2023-11-20,100010,146.6455,
2023-11-21,100010,146.8598,
2023-11-22,100010,152.5721,
2023-11-23,100010,153.7159,
2023-11-24,100010,159.354,
2023-11-27,100010,159.2159,
2023-11-28,100010,161.7424,
2023-11-29,100010,162.6256,
2023-11-30,100010,161.7772,
2023-12-01,100010,161.7555,
2023-12-04,100010,159.6404,
2023-12-05,100010,155.2918,
2023-12-06,100010,159.0268,
2023-12-07,100010,156.8524,
2023-12-08,100010,161.8919,
2023-12-11,100010,162.0331,
2023-12-12,100010,163.4051,
2023-12-13,100010,163.1405,
2023-12-14,100010,164.4943,
2023-12-15,100010,162.5757,
2023-12-18,100010,165.5182,
2023-12-19,100010,160.9399,
2023-12-20,100010,163.3942,
2023-12-21,100010,157.9205,
2023-12-22,100010,155.9214,
2023-12-25,100010,155.1816,
2023-12-26,100010,153.1401,
2023-12-27,100010,155.8556,
2023-12-28,100010,156.0732,
2023-12-29,100010,160.1231,
2024-01-01,100010,162.2042,
2024-01-02,100010,160.7521,
2024-01-03,100010,162.5995,
2024-01-04,100010,165.4044,
2024-01-05,100010,162.0844,
2024-01-08,100010,164.8729,
2024-01-09,100010,164.2547,
2024-01-10,100010,166.2288,
2024-01-11,100010,164.6788,
2024-01-12,100010,167.8284,
2024-01-15,100010,169.1388,
2024-01-16,100010,167.0784,
2024-01-17,100010,167.0305,
2024-01-18,100010,167.356,
2024-01-19,100010,168.5424,
2024-01-22,100010,166.3037,
2024-01-23,100010,166.8541,
2024-01-24,100010,165.9037,
2024-01-25,100010,162.5954,
2024-01-26,100010,163.9271,
2024-01-29,100010,164.2898,
2024-01-30,100010,161.3268,
2024-01-31,100010,160.7284,
2024-02-01,100010,156.9325,
2024-02-02,100010,159.7049,
2024-02-05,100010,158.1269,
2024-02-06,100010,156.5446,
2024-02-07,100010,156.7117,
2024-02-08,100010,159.7191,
2024-02-09,100010,160.9671,
2024-02-12,100010,159.4365,
2024-02-13,100010,157.532,
2024-02-14,100010,153.5661,
2024-02-15,100010,154.4085,
2024-02-16,100010,156.9134,
2024-02-19,100010,153.106,
2024-02-20,100010,159.5155,
2024-02-21,100010,162.0221,
2024-02-22,100010,158.9975,
2024-02-23,100010,157.685,
2024-02-26,100010,154.4526,
2024-02-27,100010,152.6088,
2024-02-28,100010,152.9007,
2024-02-29,100010,154.0028,
2024-03-01,100010,151.2415,
2024-03-04,100010,152.584,
2024-03-05,100010,155.5082,
2024-03-06,100010,152.4799,
2024-03-07,100010,149.879,
2024-03-08,100010,151.8234,
2024-03-11,100010,151.195,
2024-03-12,100010,151.7022,
2024-03-13,100010,150.6097,
2024-03-14,100010,155.2765,
2024-03-15,100010,158.2312,
2024-03-18,100010,160.4113,
2024-03-19,100010,159.1019,
2024-03-20,100010,158.5152,
2024-03-21,100010,160.8488,
2024-03-22,100010,160.5409,
2024-03-25,100010,159.7378,
2024-03-26,100010,157.284,
2024-03-27,100010,160.0894,
2024-03-28,100010,163.2292,
2024-03-29,100010,161.7475,
2024-04-01,100010,160.7554,
2024-04-02,100010,160.9726,
2024-04-03,100010,161.8447,
2024-04-04,100010,162.457,
2024-04-05,100010,158.7107,
2024-04-08,100010,157.7667,
2024-04-09,100010,156.5989,
2024-04-10,100010,159.8824,
2024-04-11,100010,161.0019,
2024-04-12,100010,160.1917,
2024-04-15,100010,157.161,
2024-04-16,100010,153.4173,
2024-04-17,100010,156.0293,
2024-04-18,100010,153.8828,
2024-04-19,100010,156.8899,
2024-04-22,100010,157.017,
2024-04-23,100010,153.3121,
2024-04-24,100010,155.3418,
2024-04-25,100010,156.5473,
2024-04-26,100010,153.5585,
2024-04-29,100010,155.2597,
2024-04-30,100010,154.1591,
2024-05-01,100010,156.8257,
2024-05-02,100010,156.0805,
2024-05-03,100010,158.2448,
2024-05-06,100010,159.2595,
2024-05-07,100010,161.0902,
2024-05-08,100010,158.3312,
2024-05-09,100010,159.1285,
2024-05-10,100010,162.354,
2024-05-13,100010,166.5081,
2024-05-14,100010,164.7746,
2024-05-15,100010,169.0437,
2024-05-16,100010,172.0597,
2024-05-17,100010,168.8003,
2024-05-20,100010,167.2813,
2024-05-21,100010,167.6849,
2024-05-22,100010,165.2151,
2024-05-23,100010,167.3643,
2024-05-24,100010,173.859,
2024-05-27,100010,178.4381,
2024-05-28,100010,178.1876,
2024-05-29,100010,177.5786,
2024-05-30,100010,179.4295,
2024-05-31,100010,176.7223,
2024-06-03,100010,173.781,
2024-06-04,100010,167.2755,
2024-06-05,100010,169.6417,
2024-06-06,100010,170.7708,
2024-06-07,100010,174.1446,
2024-06-10,100010,174.9211,
2024-06-11,100010,170.6175,
2024-06-12,100010,171.266,
2024-06-13,100010,171.639,
2024-06-14,100010,177.0293,
2024-06-17,100010,174.5464,
2024-06-18,100010,174.2803,
2024-06-19,100010,169.8925,
2024-06-20,100010,166.1676,
2024-06-21,100010,164.924,
2024-06-24,100010,162.4761,
2024-06-25,100010,163.0518,
2024-06-26,100010,164.0601,
2024-06-27,100010,161.9539,
2024-06-28,100010,156.5069,
2024-07-01,100010,159.2545,
2024-07-02,100010,159.0152,
2024-07-03,100010,160.2525,
2024-07-04,100010,158.8196,
2024-07-05,100010,158.9433,
2024-07-08,100010,159.6638,
2024-07-09,100010,160.3039,
2024-07-10,100010,161.4093,
2024-07-11,100010,158.2736,
2024-07-12,100010,159.5139,
2024-07-15,100010,161.0455,
2024-07-16,100010,161.3305,
2024-07-17,100010,158.6747,
2024-07-18,100010,160.6469,
2024-07-19,100010,158.5425,
2024-07-22,100010,159.4508,
2024-07-23,100010,162.1192,
2024-07-24,100010,163.007,
2024-07-25,100010,163.4465,
2024-07-26,100010,164.6608,
2024-07-29,100010,165.6701,
2024-07-30,100010,164.2647,
2024-07-31,100010,163.1427,
2024-08-01,100010,163.1038,
2024-08-02,100010,167.3996,
2024-08-05,100010,169.4203,
2024-08-06,100010,170.1286,
2024-08-07,100010,171.3054,
2024-08-08,100010,172.574,
2024-08-09,100010,175.3871,
2024-08-12,100010,172.8468,
2024-08-13,100010,180.2067,
2024-08-14,100010,180.4469,
2024-08-15,100010,178.888,
2024-08-16,100010,175.8383,
2024-08-19,100010,178.8877,
2024-08-20,100010,178.881,
2024-08-21,100010,175.4598,
2024-08-22,100010,177.26,
2024-08-23,100010,175.9211,
2024-08-26,100010,176.6328,
2024-08-27,100010,170.7198,
2024-08-28,100010,170.5863,
2024-08-29,100010,171.1965,
2024-08-30,100010,172.0149,
2024-09-02,100010,170.0795,
2024-09-03,100010,167.2271,
2024-09-04,100010,169.3737,
2024-09-05,100010,169.8452,
2024-09-06,100010,166.7527,
2024-09-09,100010,167.6673,
2024-09-10,100010,163.3037,
2024-09-11,100010,166.3754,
2024-09-12,100010,165.2619,
2024-09-13,100010,162.4904,
2024-09-16,100010,165.9137,
2024-09-17,100010,161.2536,
2024-09-18,100010,161.0749,
2024-09-19,100010,159.549,
2024-09-20,100010,166.3186,
2024-09-23,100010,166.7044,
2024-09-24,100010,165.4986,
2024-09-25,100010,171.2128,
2024-09-26,100010,173.7672,
2024-09-27,100010,175.5955,
2024-09-30,100010,173.0374,
2024-10-01,100010,167.9388,
2024-10-02,100010,170.3481,
2024-10-03,100010,169.4789,
2024-10-04,100010,166.6626,
2024-10-07,100010,167.2761,
2024-10-08,100010,173.3699,
2024-10-09,100010,169.8255,
2024-10-10,100010,171.2619,
2024-10-11,100010,172.2665,
2024-10-14,100010,175.8417,
2024-10-15,100010,174.2758,
2024-10-16,100010,174.5005,
2024-10-17,100010,170.861,
2024-10-18,100010,168.5212,
2024-10-21,100010,170.1443,
2024-10-22,100010,166.7184,
2024-10-23,100010,165.5315,
2024-10-24,100010,163.8316,
2024-10-25,100010,161.1558,
2024-10-28,100010,156.4211,
2024-10-29,100010,155.6074,
2024-10-30,100010,146.4927,
2024-10-31,100010,147.8576,
2024-11-01,100010,150.3149,
2024-11-04,100010,151.3937,
2024-11-05,100010,152.67,
2024-11-06,100010,152.0152,
2024-11-07,100010,153.9839,
2024-11-08,100010,155.7488,
2024-11-11,100010,158.4844,
2024-11-12,100010,163.2336,
2024-11-13,100010,166.4611,
2024-11-14,100010,165.2421,
2024-11-15,100010,165.5882,
2024-11-18,100010,165.3898,
2024-11-19,100010,165.2476,
2024-11-20,100010,164.3365,
2024-11-21,100010,164.3308,
2024-11-22,100010,161.8604,
2024-11-25,100010,155.3855,
2024-11-26,100010,156.6072,
2024-11-27,100010,157.3724,
2024-11-28,100010,156.8816,
2024-11-29,100010,158.3593,
2024-12-02,100010,159.8277,
2024-12-03,100010,161.9296,
2024-12-04,100010,160.7808,
2024-12-05,100010,160.0362,
2024-12-06,100010,158.9046,
2024-12-09,100010,164.5031,
2024-12-10,100010,169.6484,
2024-12-11,100010,175.14,
2024-12-12,100010,171.5936,
2024-12-13,100010,171.7797,
2024-12-16,100010,174.4675,
2024-12-17,100010,180.5873,
2024-12-18,100010,178.0053,
2024-12-19,100010,178.736,
2024-12-20,100010,181.4216,
2024-12-23,100010,181.204,
2024-12-24,100010,176.0678,
2024-12-25,100010,177.4216,
2024-12-26,100010,179.8858,
2024-12-27,100010,179.5789,
2024-12-30,100010,178.9123,
2024-12-31,100010,178.3908,
2025-01-01,100010,182.5523,
2025-01-02,100010,180.8714,
2025-01-03,100010,178.2416,
2025-01-06,100010,176.5546,
2025-01-07,100010,175.5639,
2025-01-08,100010,180.2843,
2025-01-09,100010,174.8793,
2025-01-10,100010,173.1983,
2025-01-13,100010,171.0928,
2025-01-14,100010,165.4961,
2025-01-15,100010,166.9248,
2025-01-16,100010,160.9384,
2025-01-17,100010,164.0273,
2025-01-20,100010,169.3573,
2025-01-21,100010,169.273,
2025-01-22,100010,163.9288,
2025-01-23,100010,164.1054,
2025-01-24,100010,162.9075,
2025-01-27,100010,159.7861,
2025-01-28,100010,163.1185,
2025-01-29,100010,166.6806,
2025-01-30,100010,168.5482,
2025-01-31,100010,168.6309,
2025-02-03,100010,171.2603,
2025-02-04,100010,175.1371,
2025-02-05,100010,180.5525,
2025-02-06,100010,182.9511,
2025-02-07,100010,181.3483,
2025-02-10,100010,179.0776,
2025-02-11,100010,176.8077,
2025-02-12,100010,178.9856,
2025-02-13,100010,179.0104,
2025-02-14,100010,179.156,
2025-02-17,100010,179.2734,
2025-02-18,100010,182.9188,
2025-02-19,100010,178.5247,
2025-02-20,100010,176.9649,
2025-02-21,100010,180.7831,
2025-02-24,100010,178.6734,
2025-02-25,100010,177.0236,
2025-02-26,100010,171.9083,
2025-02-27,100010,174.0171,
2025-02-28,100010,172.9373,
2025-03-03,100010,173.4992,
2025-03-04,100010,176.1458,
2025-03-05,100010,175.3947,
2025-03-06,100010,178.9897,
2025-03-07,100010,176.9499,
2025-03-10,100010,179.8943,
2025-03-11,100010,182.7817,
2025-03-12,100010,184.5411,
2025-03-13,100010,182.3335,
2025-03-14,100010,180.807,
2025-03-17,100010,179.6433,
2025-03-18,100010,179.1093,
2025-03-19,100010,182.9505,
2025-03-20,100010,181.6493,
2025-03-21,100010,177.4503,
2025-03-24,100010,180.0724,
2025-03-25,100010,182.153,
2025-03-26,100010,183.216,
2025-03-27,100010,185.054,
2025-03-28,100010,183.6977,
2025-03-31,100010,180.6892,
2025-04-01,100010,181.3657,
2025-04-02,100010,176.2391,
2025-04-03,100010,172.4141,
2025-04-04,100010,175.0097,
2025-04-07,100010,175.5412,
2025-04-08,100010,171.3814,
2025-04-09,100010,172.5887,
2025-04-10,100010,170.4352,
2025-04-11,100010,168.5096,
2025-04-14,100010,178.3689,
2025-04-15,100010,180.364,
2025-04-16,100010,177.3824,
2025-04-17,100010,179.3639,
2025-04-18,100010,181.097,
2025-04-21,100010,179.0587,
2025-04-22,100010,180.0462,
2025-04-23,100010,181.4763,
2025-04-24,100010,186.5003,
2025-04-25,100010,192.6902,
2025-04-28,100010,197.6332,
2025-04-29,100010,198.8667,
2025-04-30,100010,202.5486,
2025-05-01,100010,207.3468,
2025-05-02,100010,208.6247,
2025-05-05,100010,202.1863,
2025-05-06,100010,206.661,
2025-05-07,100010,210.7348,
2025-05-08,100010,210.9904,
2025-05-09,100010,211.5474,
2025-05-12,100010,212.1976,
2025-05-13,100010,213.7503,
2025-05-14,100010,209.6662,
2025-05-15,100010,210.3549,
2025-05-16,100010,214.5758,
2025-05-19,100010,209.2066,
2025-05-20,100010,209.8627,
2025-05-21,100010,211.65,
2025-05-22,100010,205.8817,
2025-05-23,100010,206.8153,
2025-05-26,100010,208.2228,
2025-05-27,100010,210.1889,
2025-05-28,100010,209.4432,
2025-05-29,100010,211.1209,
2025-05-30,100010,210.2283,
2025-06-02,100010,212.2897,
2025-06-03,100010,217.278,
2025-06-04,100010,214.8909,
2025-06-05,100010,221.676,
2025-06-06,100010,219.53,
2025-06-09,100010,223.2429,
2025-06-10,100010,222.1143,
2025-06-11,100010,218.8092,
2025-06-12,100010,217.2336,
2025-06-13,100010,217.2071,
2025-06-16,100010,221.3324,
2025-06-17,100010,224.9247,
2025-06-18,100010,219.9826,
2025-06-19,100010,218.3564,
2025-06-20,100010,217.2559,
2025-06-23,100010,220.0635,
2025-06-24,100010,224.6741,
2025-06-25,100010,219.4751,
2025-06-26,100010,214.1411,
2025-06-27,100010,217.0233,
2025-06-30,100010,216.0391,
2025-07-01,100010,211.8296,
2025-07-02,100010,211.7447,
2025-07-03,100010,210.3852,
2025-07-04,100010,207.329,
2025-07-07,100010,211.7957,
2025-07-08,100010,211.1032,
2025-07-09,100010,208.9016,
2025-07-10,100010,210.0357,
2025-07-11,100010,212.0573,
2025-07-14,100010,210.1736,
2025-07-15,100010,208.6743,
2025-07-16,100010,207.9294,
2025-07-17,100010,207.1332,
2025-07-18,100010,211.8529,
2025-07-21,100010,213.6729,
2025-07-22,100010,214.6081,
2025-07-23,100010,216.2517,
2025-07-24,100010,218.7648,
2025-07-25,100010,221.4007,
2025-07-28,100010,221.3848,
2025-07-29,100010,229.2774,
2025-07-30,100010,232.7311,
2025-07-31,100010,227.925,
2025-08-01,100010,222.7734,
2025-08-04,100010,214.8396,
2025-08-05,100010,212.8913,
2025-08-06,100010,212.5332,
2025-08-07,100010,217.0003,
2025-08-08,100010,215.9827,
2025-08-11,100010,221.1038,
2025-08-12,100010,218.2812,
2025-08-13,100010,220.2475,
2025-08-14,100010,214.2225,
2025-08-15,100010,219.803,
2025-08-18,100010,223.6131,
2025-08-19,100010,224.2777,
2025-08-20,100010,217.4217,
2025-08-21,100010,218.1753,
2025-08-22,100010,219.319,
2025-08-25,100010,220.385,
2025-08-26,100010,228.0975,
2025-08-27,100010,235.509,
2025-08-28,100010,227.8147,
2025-08-29,100010,223.3749,
2025-09-01,100010,225.3204,
2025-09-02,100010,218.978,
2025-09-03,100010,217.2737,
2025-09-04,100010,218.5147,
2025-09-05,100010,218.2858,
2025-09-08,100010,220.8635,
2025-09-09,100010,225.9217,
2025-09-10,100010,226.2134,
2025-09-11,100010,222.326,
2025-09-12,100010,223.7799,
2025-09-15,100010,218.1627,
2025-09-16,100010,227.5443,
2025-09-17,100010,232.6085,
2025-09-18,100010,229.8894,
2025-09-19,100010,234.3792,
2025-09-22,100010,236.3946,
2025-09-23,100010,241.1667,
2025-09-24,100010,236.6992,
2025-09-25,100010,242.329,
2025-09-26,100010,248.0309,
2025-09-29,100010,246.1696,
2025-09-30,100010,252.0205,
2025-10-01,100010,254.3455,
2025-10-02,100010,248.4197,
2025-10-03,100010,242.6529,
2025-10-06,100010,237.8447,
2025-10-07,100010,238.6542,
2025-10-08,100010,238.8411,
2025-10-09,100010,236.7412,
2025-10-10,100010,241.5773,
2025-10-13,100010,245.3499,
2025-10-14,100010,247.6035,
2025-10-15,100010,240.8033,
2025-10-16,100010,241.7431,
2025-10-17,100010,245.9686,
2025-10-20,100010,248.1566,
2025-10-21,100010,255.8784,
2025-10-22,100010,256.8261,
2025-10-23,100010,252.6732,
2025-10-24,100010,248.9558,
2025-10-27,100010,253.6663,
2025-10-28,100010,248.1395,
2025-10-29,100010,248.9816,
2025-10-30,100010,248.2154,
2025-10-31,100010,245.1068,
2025-11-03,100010,249.3575,
2025-11-04,100010,254.3064,
2025-11-05,100010,260.1829,
2025-11-06,100010,257.9826,
2025-11-07,100010,257.4682,
2025-11-10,100010,253.9783,
2025-11-11,100010,253.6683,
2025-11-12,100010,255.3809,
2025-11-13,100010,250.2764,
2025-11-14,100010,248.1418,
2025-11-17,100010,246.0729,
2025-11-18,100010,249.7488,
2025-11-19,100010,248.6232,
2025-11-20,100010,240.6304,
2025-11-21,100010,245.8337,
2025-11-24,100010,249.5021,
2025-11-25,100010,240.5506,
2025-11-26,100010,242.9051,
2025-11-27,100010,251.4493,
2025-11-28,100010,248.7347,
2025-12-01,100010,248.1209,
2025-12-02,100010,244.5817,
2025-12-03,100010,243.8532,
2025-12-04,100010,247.5809,
2025-12-05,100010,241.9583,
2025-12-08,100010,242.8994,
2025-12-09,100010,242.9116,
2025-12-10,100010,246.7713,
2025-12-11,100010,250.4295,
2025-12-12,100010,249.4461,
2025-12-15,100010,250.4316,
2025-12-16,100010,254.9873,
2025-12-17,100010,253.4296,
2025-12-18,100010,254.5157,
2025-12-19,100010,255.6198,
2025-12-22,100010,259.2731,
2025-12-23,100010,259.586,
2025-12-24,100010,260.4331,
2025-12-25,100010,265.8039,
2025-12-26,100010,265.7174,
2025-12-29,100010,270.7795,
2025-12-30,100010,270.4507,
2025-12-31,100010,270.3642,
2026-01-01,100010,262.8866,
2026-01-02,100010,264.2783,
2026-01-05,100010,267.1321,
2026-01-06,100010,272.3068,
2026-01-07,100010,272.2723,
